_id,Company,Price,Earnings Date,description,20-Day Simple Moving Average,200-Day Simple Moving Average,50-Day,52-Week,Analyst Recom,Average True Range,Average Volume,Beta,Change,EPS ttm,ROI,ratio,performance
5285380cbb1177ca391c2df4,Spartan Stores Inc.,23.49,2013-10-23 20:30:00+00:00,"{'Country': 'USA', 'Sector': 'Services', 'Industry': 'Food Wholesale'}",0.005,0.21680000000000002,"[0.1554, -0.048600000000000004]","[0.7644000000000001, -0.048600000000000004]",2.6,0.61,78.32,0.8,0.0004,1.2,0.084,"{'quick': 0.4, 'current': 1.1}","{'Year': 0.7393000000000001, 'Half Year': 0.3715, 'Month': 0.0316, 'Week': 0.0051}"
5285380cbb1177ca391c2df5,"SkyPeople Fruit Juice, Inc.",1.79,2013-11-11 05:00:00+00:00,"{'Country': 'China', 'Sector': 'Consumer Goods', 'Industry': 'Beverages - Soft Drinks'}",-0.095,-0.16740000000000002,"[0.0529, -0.2044]","[0.0915, -0.38280000000000003]",3.0,0.09,34.33,0.6000000000000001,0.0056,0.65,0.106,"{'quick': 3.3, 'current': 3.5}","{'Year': -0.0166, 'Half Year': -0.2426, 'Month': -0.0729, 'Week': -0.0729}"
5285380cbb1177ca391c2df6,SPX Corporation,95.2,2013-10-30 12:30:00+00:00,"{'Country': 'USA', 'Sector': 'Industrial Goods', 'Industry': 'Diversified Machinery'}",0.06280000000000001,0.2144,"[0.275, 0.0059]","[0.5855, 0.0059]",2.3,1.6,306.48,1.1400000000000001,0.0123,-1.54,-0.006,"{'quick': 1.2, 'current': 1.6}","{'Year': 0.4419, 'Half Year': 0.2223, 'Month': 0.11570000000000001, 'Week': 0.0117}"
5285380cbb1177ca391c2df7,SunPower Corporation,33.56,2013-10-30 20:05:00+00:00,"{'Country': 'USA', 'Sector': 'Technology', 'Industry': 'Semiconductor - Specialized'}",0.0325,0.6796,"[0.5324, -0.0517]","[7.6051, -0.0517]",2.6,2.04,3346.09,2.21,0.028200000000000003,-1.9300000000000002,-0.166,"{'quick': 1.3, 'current': 1.6}","{'Year': 6.4862, 'Half Year': 0.6361, 'Month': 0.056, 'Week': -0.0034000000000000002}"
5285380cbb1177ca391c2df8,VelocityShares Volatility Hdgd Lg Cp ETF,27.63,,"{'Country': 'USA', 'Sector': 'Financial', 'Industry': 'Exchange Traded Fund'}",0.0194,0.0516,"[0.0731, 0.0103]","[0.10400000000000001, 0.0103]",,0.12,3.06,,0.0126,,,"{'quick': None, 'current': None}","{'Year': None, 'Half Year': None, 'Month': 0.0345, 'Week': 0.0007}"
5285380cbb1177ca391c2df9,Direxion Daily S&P500 Bull 3X Shares,57.74,,"{'Country': 'USA', 'Sector': 'Financial', 'Industry': 'Exchange Traded Fund'}",0.0545,0.30610000000000004,"[0.2999, 0.014400000000000001]","[1.3648, 0.014400000000000001]",,1.42,1737.36,,0.0155,,,"{'quick': None, 'current': None}","{'Year': 1.1752, 'Half Year': 0.2533, 'Month': 0.1559, 'Week': 0.019200000000000002}"
5285380cbb1177ca391c2dfa,Direxion Daily S&P500 Bear 3X Shares,37.19,,"{'Country': 'USA', 'Sector': 'Financial', 'Industry': 'Exchange Traded Fund'}",-0.057600000000000005,-0.29760000000000003,"[-0.0151, -0.2529]","[-0.0151, -0.64]",,1.11,1715.46,,-0.0154,,,"{'quick': None, 'current': None}","{'Year': -0.6092000000000001, 'Half Year': -0.2659, 'Month': -0.14450000000000002, 'Week': -0.023}"
5285380cbb1177ca391c2dfb,ProShares UltraPro Short S&P500,16.86,,"{'Country': 'USA', 'Sector': 'Financial', 'Industry': 'Exchange Traded Fund'}",-0.0567,-0.293,"[-0.0146, -0.2503]","[-0.0146, -0.6358]",,0.51,5733.48,,-0.0152,,,"{'quick': None, 'current': None}","{'Year': -0.6044, 'Half Year': -0.2589, 'Month': -0.1431, 'Week': -0.0234}"
5285380cbb1177ca391c2dfc,SPDR S&P 500,179.29,,"{'Country': 'USA', 'Sector': 'Financial', 'Industry': 'Exchange Traded Fund'}",0.0187,0.1039,"[0.0954, 0.0048000000000000004]","[0.3602, 0.0048000000000000004]",,1.58,116514.55,,0.0051,,,"{'quick': None, 'current': None}","{'Year': 0.3229, 'Half Year': 0.08990000000000001, 'Month': 0.0511, 'Week': 0.0068000000000000005}"
5285380cbb1177ca391c2dfd,SPDR S&P 500 Growth ETF,82.58,,"{'Country': 'USA', 'Sector': 'Financial', 'Industry': 'Exchange Traded Fund'}",0.0194,0.1126,"[0.099, 0.0056]","[0.3433, 0.0056]",,0.66,12.8,,0.006500000000000001,,,"{'quick': None, 'current': None}","{'Year': 0.3038, 'Half Year': 0.0936, 'Month': 0.0521, 'Week': 0.006500000000000001}"
5285380cbb1177ca391c2dfe,SPDR S&P 500 Value ETF,90.29,,"{'Country': 'USA', 'Sector': 'Financial', 'Industry': 'Exchange Traded Fund'}",0.0154,0.0907,"[0.0834, 0.0032]","[0.37060000000000004, 0.0032]",,0.72,11.47,,0.0032,,,"{'quick': None, 'current': None}","{'Year': 0.33, 'Half Year': 0.08120000000000001, 'Month': 0.0458, 'Week': 0.0047}"
5285380cbb1177ca391c2dff,"Sequential Brands Group, Inc.",5.45,,"{'Country': 'USA', 'Sector': 'Consumer Goods', 'Industry': 'Textile - Apparel Clothing'}",-0.010700000000000001,-0.11460000000000001,"[0.0461, -0.0917]","[0.28240000000000004, -0.39440000000000003]",1.0,0.18,9.15,3.06,0.009300000000000001,-5.02,-4.643,"{'quick': 1.1, 'current': 1.1}","{'Year': -0.0609, 'Half Year': -0.0092, 'Month': -0.0374, 'Week': -0.0182}"
5285380cbb1177ca391c2e00,"SciQuest, Inc.",25.37,2013-11-05 21:30:00+00:00,"{'Country': 'USA', 'Sector': 'Technology', 'Industry': 'Application Software'}",0.0959,0.13540000000000002,"[0.22560000000000002, 0.0067]","[0.8545, -0.024200000000000003]",2.1,0.84,116.93,,0.0148,-0.13,-0.018000000000000002,"{'quick': 1.1, 'current': 1.1}","{'Year': 0.679, 'Half Year': 0.002, 'Month': 0.0979, 'Week': 0.0204}"
5285380cbb1177ca391c2e01,Chemical & Mining Co. of Chile Inc.,26.91,2011-03-01 05:00:00+00:00,"{'Country': 'Chile', 'Sector': 'Basic Materials', 'Industry': 'Chemicals - Major Diversified'}",-0.030600000000000002,-0.34440000000000004,"[0.015600000000000001, -0.1888]","[0.0874, -0.5416000000000001]",3.0,0.66,835.42,0.71,-0.0024000000000000002,2.15,0.184,"{'quick': 2.2, 'current': 3.4}","{'Year': -0.521, 'Half Year': -0.4379, 'Month': -0.0142, 'Week': -0.0364}"
5285380cbb1177ca391c2e02,Sequenom Inc.,2.3,2013-11-07 21:30:00+00:00,"{'Country': 'USA', 'Sector': 'Healthcare', 'Industry': 'Biotechnology'}",0.0499,-0.3623,"[0.3909, -0.24750000000000003]","[0.3909, -0.5718]",1.9,0.19,2956.5,0.33,-0.0108,-1.07,-0.555,"{'quick': 2.3, 'current': 2.6}","{'Year': -0.41850000000000004, 'Half Year': -0.4355, 'Month': -0.1008, 'Week': 0.3976}"
5285380cbb1177ca391c2e03,Sequans Communications S.A.,2.37,2013-10-24 04:00:00+00:00,"{'Country': 'France', 'Sector': 'Technology', 'Industry': 'Semiconductor - Integrated Circuits'}",0.0795,0.2858,"[0.3022, -0.1966]","[0.8092, -0.1966]",3.3,0.16,123.01,,0.1394,-0.93,-0.59,"{'quick': 2.5, 'current': 3.1}","{'Year': 0.3684, 'Half Year': 0.3775, 'Month': -0.14400000000000002, 'Week': -0.028}"
5285380cbb1177ca391c2e04,ProShares UltraPro Short QQQ,16.92,,"{'Country': 'USA', 'Sector': 'Financial', 'Industry': 'Exchange Traded Fund'}",-0.0465,-0.3714,"[-0.0049, -0.2718]","[-0.0049, -0.6642]",,0.64,2591.62,,-0.0049,,,"{'quick': None, 'current': None}","{'Year': -0.6348, 'Half Year': -0.3645, 'Month': -0.1479, 'Week': -0.0258}"
5285380cbb1177ca391c2e05,The Standard Register Company,6.74,2013-10-25 12:30:00+00:00,"{'Country': 'USA', 'Sector': 'Consumer Goods', 'Industry': 'Office Supplies'}",-0.247,0.1468,"[0.08710000000000001, -0.5424]","[1.9956, -0.5976]",2.5,0.76,53.71,0.55,-0.0074,-1.63,0.085,"{'quick': 1.5, 'current': 2.1}","{'Year': 1.3414000000000001, 'Half Year': 1.1352, 'Month': -0.3588, 'Week': -0.0159}"
5285380cbb1177ca391c2e06,"Spirit Realty Capital, Inc.",10.18,2013-11-11 21:30:00+00:00,"{'Country': 'USA', 'Sector': 'Financial', 'Industry': 'REIT - Diversified'}",0.009000000000000001,0.0434,"[0.1768, -0.030500000000000003]","[0.3435, -0.1313]",2.2,0.22,5167.77,,0.0099,-1.47,-0.023,"{'quick': None, 'current': None}","{'Year': 0.2616, 'Half Year': -0.122, 'Month': 0.0511, 'Week': -0.0195}"
5285380cbb1177ca391c2e07,1st Source Corporation,32.0,2013-10-21 04:00:00+00:00,"{'Country': 'USA', 'Sector': 'Financial', 'Industry': 'Regional - Midwest Banks'}",0.0426,0.2615,"[0.2548, -0.0154]","[0.6685, -0.0154]",3.0,0.67,40.57,0.88,-0.006200000000000001,2.1,0.19,"{'quick': None, 'current': None}","{'Year': 0.6205, 'Half Year': 0.34500000000000003, 'Month': 0.1247, 'Week': 0.013900000000000001}"
5285380cbb1177ca391c2e08,"Stericycle, Inc.",117.84,2013-10-23 20:30:00+00:00,"{'Country': 'USA', 'Sector': 'Industrial Goods', 'Industry': 'Waste Management'}",0.006900000000000001,0.0712,"[0.056900000000000006, -0.031]","[0.31270000000000003, -0.031]",1.9,1.7000000000000002,278.19,0.22,0.0038,3.47,0.111,"{'quick': 1.3, 'current': 1.3}","{'Year': 0.27140000000000003, 'Half Year': 0.0557, 'Month': 0.0055000000000000005, 'Week': 0.0137}"
5285380cbb1177ca391c2e09,SurModics Inc.,22.74,2013-11-05 21:30:00+00:00,"{'Country': 'USA', 'Sector': 'Healthcare', 'Industry': 'Diagnostic Substances'}",-0.0333,-0.0425,"[0.1421, -0.0886]","[0.2928, -0.18730000000000002]",1.0,0.8,60.24,1.17,-0.0194,0.9,0.099,"{'quick': 9.2, 'current': 10.1}","{'Year': 0.2631, 'Half Year': -0.1203, 'Month': 0.0039000000000000003, 'Week': 0.0298}"
5285380cbb1177ca391c2e0a,Sempra Energy,90.01,2013-11-05 13:30:00+00:00,"{'Country': 'USA', 'Sector': 'Utilities', 'Industry': 'Gas Utilities'}",-0.0067,0.0961,"[0.1038, -0.0322]","[0.4298, -0.0322]",2.2,1.63,987.0,0.39,0.0058000000000000005,4.07,0.065,"{'quick': 0.7000000000000001, 'current': 0.8}","{'Year': 0.3952, 'Half Year': 0.0947, 'Month': 0.044700000000000004, 'Week': -0.027}"
5285380cbb1177ca391c2e0b,ServiceSource Corporation,9.36,2013-11-05 21:30:00+00:00,"{'Country': 'USA', 'Sector': 'Technology', 'Industry': 'Business Software & Services'}",-0.1484,0.012700000000000001,"[0.07830000000000001, -0.3163]","[1.3342, -0.3163]",2.0,0.55,894.42,,-0.026000000000000002,-0.27,-0.224,"{'quick': 5.4, 'current': 5.4}","{'Year': 1.0891, 'Half Year': 0.4091, 'Month': -0.211, 'Week': 0.07250000000000001}"
5285380cbb1177ca391c2e0c,Stoneridge Inc.,12.69,2013-10-31 04:00:00+00:00,"{'Country': 'USA', 'Sector': 'Consumer Goods', 'Industry': 'Auto Parts'}",0.011,0.2353,"[0.18050000000000002, -0.0415]","[1.8137, -0.069]",1.8,0.37,200.33,2.87,0.0402,0.44,0.079,"{'quick': 1.4, 'current': 2.1}","{'Year': 1.5155, 'Half Year': 0.22490000000000002, 'Month': -0.018500000000000003, 'Week': -0.0089}"
5285380cbb1177ca391c2e0d,SPDR Blackstone/GSO Senior Loan ETF,50.05,,"{'Country': 'USA', 'Sector': 'Financial', 'Industry': 'Exchange Traded Fund'}",0.0021000000000000003,0.0099,"[0.0195, -0.0014]","[0.0228, -0.0014]",,0.1,133.95,,-0.0004,,,"{'quick': None, 'current': None}","{'Year': None, 'Half Year': 0.0091, 'Month': 0.0056, 'Week': 0.0006000000000000001}"
5285380cbb1177ca391c2e0e,Sprague Resources LP,17.19,,"{'Country': 'USA', 'Sector': 'Basic Materials', 'Industry': 'Oil & Gas Refining & Marketing'}",-0.018500000000000003,-0.018500000000000003,"[0.0025, -0.0308]","[0.0025, -0.0308]",,0.38,113.97,,-0.0067,0.9400000000000001,0.017,"{'quick': 0.4, 'current': 0.9}","{'Year': None, 'Half Year': None, 'Month': None, 'Week': None}"
5285380cbb1177ca391c2e0f,"Sorrento Therapeutics, Inc.",8.75,,"{'Country': 'USA', 'Sector': 'Healthcare', 'Industry': 'Biotechnology'}",-0.0054,0.2565,"[0.16670000000000001, -0.125]","[4.8333, -0.6111]",2.0,0.61,17.26,2.38,0.0011,-0.81,-0.774,"{'quick': 3.9, 'current': 3.9}","{'Year': 4.8267, 'Half Year': 0.748, 'Month': 0.0594, 'Week': 0}"
5285380cbb1177ca391c2e10,"Sarepta Therapeutics, Inc.",14.31,2013-11-12 13:30:00+00:00,"{'Country': 'USA', 'Sector': 'Healthcare', 'Industry': 'Biotechnology'}",-0.6162000000000001,-0.6072000000000001,"[0.1807, -0.7427]","[0.1807, -0.7427]",2.1,4.0,2633.75,1.0,0.1102,-6.45,-0.23700000000000002,"{'quick': 1.9, 'current': 1.9}","{'Year': -0.5201, 'Half Year': -0.637, 'Month': -0.7144, 'Week': -0.6475000000000001}"
5285380cbb1177ca391c2e11,ProShares UltraShort Real Estate,20.96,,"{'Country': 'USA', 'Sector': 'Financial', 'Industry': 'Exchange Traded Fund'}",0.04,0.007500000000000001,"[0.1032, -0.1332]","[0.2447, -0.2596]",,0.55,183.42,,-0.021,,,"{'quick': None, 'current': None}","{'Year': -0.1978, 'Half Year': 0.222, 'Month': 0.0176, 'Week': 0.0444}"
5285380cbb1177ca391c2e12,"StarTek, Inc.",6.41,2013-11-07 13:30:00+00:00,"{'Country': 'USA', 'Sector': 'Services', 'Industry': 'Business Services'}",0.012400000000000001,0.14930000000000002,"[0.0976, -0.028800000000000003]","[0.7756000000000001, -0.11460000000000001]",2.0,0.17,18.63,1.02,0.0063,-0.24,-0.163,"{'quick': 2.3, 'current': 2.3}","{'Year': 0.75, 'Half Year': 0.4, 'Month': 0.0324, 'Week': 0.0143}"
5285380cbb1177ca391c2e13,ProShares UltraPro Short Russell2000,12.59,,"{'Country': 'USA', 'Sector': 'Financial', 'Industry': 'Exchange Traded Fund'}",-0.018500000000000003,-0.3476,"[0.0244, -0.26680000000000004]","[0.0244, -0.737]",,0.53,798.48,,0.0032,,,"{'quick': None, 'current': None}","{'Year': -0.7085, 'Half Year': -0.37160000000000004, 'Month': -0.09910000000000001, 'Week': -0.042}"
5285380cbb1177ca391c2e14,The Cushing MLP Total Return Fu,8.07,,"{'Country': 'USA', 'Sector': 'Financial', 'Industry': 'Closed-End Fund - Equity'}",0.0086,0.037700000000000004,"[0.0478, -0.0074]","[0.2826, -0.0074]",1.0,0.07,104.28,0.74,0.0151,1.35,-0.02,"{'quick': None, 'current': None}","{'Year': 0.1134, 'Half Year': 0.012700000000000001, 'Month': 0.0038, 'Week': -0.0013000000000000002}"
5285380cbb1177ca391c2e15,Summit State Bank,10.01,2013-01-21 05:00:00+00:00,"{'Country': 'USA', 'Sector': 'Financial', 'Industry': 'Regional - Pacific Banks'}",0.021,0.09340000000000001,"[0.09380000000000001, -0.0079]","[0.6109, -0.0253]",3.0,0.16,3.65,0.58,0.0,0.77,0.213,"{'quick': None, 'current': None}","{'Year': 0.45280000000000004, 'Half Year': 0.1519, 'Month': 0.058100000000000006, 'Week': 0.0132}"
5285380cbb1177ca391c2e16,"Simpson Manufacturing Co., Inc.",35.98,2013-10-24 20:30:00+00:00,"{'Country': 'USA', 'Sector': 'Industrial Goods', 'Industry': 'Small Tools & Accessories'}",0.0304,0.16690000000000002,"[0.183, -0.031200000000000002]","[0.31970000000000004, -0.031200000000000002]",3.0,0.87,175.14,1.8,0.0,1.01,0.053,"{'quick': 3.5, 'current': 5.3}","{'Year': 0.1985, 'Half Year': 0.251, 'Month': 0.1459, 'Week': 0.0095}"
5285380cbb1177ca391c2e17,Stewardship Financial Corp.,4.9,2012-11-12 05:00:00+00:00,"{'Country': 'USA', 'Sector': 'Financial', 'Industry': 'Regional - Northeast Banks'}",0.0261,-0.038200000000000005,"[0.056, -0.08410000000000001]","[0.4521, -0.1789]",,0.1,2.02,0.47000000000000003,-0.0061,0.14,0.28200000000000003,"{'quick': None, 'current': None}","{'Year': 0.171, 'Half Year': -0.0574, 'Month': 0.0335, 'Week': 0.024900000000000002}"
5285380cbb1177ca391c2e18,ProShares UltraShort Semiconductors,22.88,,"{'Country': 'USA', 'Sector': 'Financial', 'Industry': 'Exchange Traded Fund'}",-0.0273,-0.20750000000000002,"[0.0142, -0.1588]","[0.0142, -0.5431]",,0.44,11.79,,0.0142,,,"{'quick': None, 'current': None}","{'Year': -0.5176000000000001, 'Half Year': -0.1963, 'Month': -0.07730000000000001, 'Week': -0.030500000000000003}"
5285380cbb1177ca391c2e19,Sunshine Heart Inc.,9.18,2013-11-11 13:30:00+00:00,"{'Country': 'USA', 'Sector': 'Healthcare', 'Industry': 'Medical Appliances & Equipment'}",-0.11520000000000001,0.20140000000000002,"[0.0274, -0.2636]","[0.8918, -0.3351]",1.6,0.72,394.2,,-0.0092,-1.74,,"{'quick': 9.7, 'current': 9.7}","{'Year': 0.46290000000000003, 'Half Year': 0.7148, 'Month': -0.0786, 'Week': -0.0324}"
5285380cbb1177ca391c2e1a,Stage Stores Inc.,21.23,2013-11-21 13:30:00+00:00,"{'Country': 'USA', 'Sector': 'Services', 'Industry': 'Apparel Stores'}",0.0257,-0.08750000000000001,"[0.1356, -0.049100000000000005]","[0.1529, -0.27390000000000003]",2.0,0.5700000000000001,415.97,1.3,-0.021,0.88,0.08600000000000001,"{'quick': 0.4, 'current': 2.5}","{'Year': -0.11220000000000001, 'Half Year': -0.1587, 'Month': 0.0922, 'Week': 0.0529}"
5285380cbb1177ca391c2e1b,Sasol Ltd.,50.46,2011-03-07 06:00:00+00:00,"{'Country': 'South Africa', 'Sector': 'Basic Materials', 'Industry': 'Major Integrated Oil & Gas'}",-0.0014,0.1359,"[0.0947, -0.0333]","[0.2985, -0.0333]",4.0,0.72,156.58,1.26,0.0206,4.2,0.161,"{'quick': 1.8, 'current': 2.5}","{'Year': 0.23850000000000002, 'Half Year': 0.1557, 'Month': -0.0112, 'Week': -0.007200000000000001}"
5285380cbb1177ca391c2e1c,Sesa Sterlite Limited,12.2,,"{'Country': 'India', 'Sector': 'Basic Materials', 'Industry': 'Steel & Iron'}",-0.031200000000000002,0.11810000000000001,"[0.19940000000000002, -0.0751]","[0.5462, -0.1778]",3.0,0.31,512.82,,0.0436,1.44,,"{'quick': None, 'current': None}","{'Year': 0, 'Half Year': -0.0152, 'Month': -0.0085, 'Week': -0.0781}"
5285380cbb1177ca391c2e1d,Samson Oil & Gas Limited,0.46,,"{'Country': 'Australia', 'Sector': 'Basic Materials', 'Industry': 'Oil & Gas Drilling & Exploration'}",-0.06570000000000001,-0.137,"[0.027800000000000002, -0.21610000000000001]","[0.128, -0.6047]",3.0,0.02,869.57,1.19,-0.016,-0.12,-0.261,"{'quick': 2.5, 'current': 2.5}","{'Year': -0.1897, 'Half Year': -0.0408, 'Month': -0.0784, 'Week': -0.020800000000000003}"
5285380cbb1177ca391c2e1e,"SS&C Technologies Holdings, Inc.",40.2,2013-10-31 20:30:00+00:00,"{'Country': 'USA', 'Sector': 'Technology', 'Industry': 'Business Software & Services'}",0.010700000000000001,0.219,"[0.1595, -0.0371]","[0.9143, -0.0371]",2.1,1.03,398.65,1.18,-0.0002,1.26,0.045,"{'quick': 1.3, 'current': 1.3}","{'Year': 0.8616, 'Half Year': 0.26330000000000003, 'Month': 0.0915, 'Week': -0.028}"
5285380cbb1177ca391c2e1f,"Silver Spring Networks, Inc.",19.88,2013-10-30 20:30:00+00:00,"{'Country': 'USA', 'Sector': 'Technology', 'Industry': 'Computer Based Systems'}",0.0627,-0.0189,"[0.3589, -0.0964]","[0.3589, -0.4122]",2.1,0.9,493.83,,0.010700000000000001,-28.98,0.179,"{'quick': 1.2, 'current': 1.3}","{'Year': None, 'Half Year': 0.19790000000000002, 'Month': 0.2601, 'Week': -0.016}"
5285380cbb1177ca391c2e20,ProShares Ultra S&P500,95.94,,"{'Country': 'USA', 'Sector': 'Financial', 'Industry': 'Exchange Traded Fund'}",0.0367,0.20420000000000002,"[0.1945, 0.0099]","[0.8046000000000001, 0.0099]",,1.62,6311.98,,0.010100000000000001,,,"{'quick': None, 'current': None}","{'Year': 0.7058, 'Half Year': 0.17170000000000002, 'Month': 0.1024, 'Week': 0.0131}"
5285380cbb1177ca391c2e21,The E. W. Scripps Company,18.37,2013-11-08 13:30:00+00:00,"{'Country': 'USA', 'Sector': 'Services', 'Industry': 'Publishing - Newspapers'}",-0.0517,0.2308,"[0.337, -0.09770000000000001]","[1.2159, -0.09770000000000001]",2.4,0.81,468.57,2.61,-0.014,0.68,0.078,"{'quick': 2.9, 'current': 2.9}","{'Year': 0.7948000000000001, 'Half Year': 0.3709, 'Month': -0.0122, 'Week': -0.0297}"
5285380cbb1177ca391c2e22,Silver Standard Resources Inc.,6.13,2011-03-01 21:30:00+00:00,"{'Country': 'Canada', 'Sector': 'Basic Materials', 'Industry': 'Silver'}",0.0275,-0.21810000000000002,"[0.1834, -0.2632]","[0.1834, -0.6053000000000001]",2.9,0.31,1758.41,1.21,0.032,-2.71,0.025,"{'quick': 8.3, 'current': 9.2}","{'Year': -0.5849, 'Half Year': -0.089, 'Month': 0.0626, 'Week': -0.0198}"
5285380cbb1177ca391c2e23,Sovran Self Storage Inc.,69.1,2013-11-05 21:30:00+00:00,"{'Country': 'USA', 'Sector': 'Financial', 'Industry': 'REIT - Industrial'}",-0.08070000000000001,0.0199,"[0.0408, -0.1388]","[0.2048, -0.1388]",2.3,1.54,147.32,1.1,-0.0039000000000000003,1.96,0.057,"{'quick': None, 'current': None}","{'Year': 0.1633, 'Half Year': 0.0041, 'Month': -0.1048, 'Week': -0.0437}"
5285380cbb1177ca391c2e24,SPDR Barclays Cap Short Term Trsy Bond,30.4,,"{'Country': 'USA', 'Sector': 'Financial', 'Industry': 'Exchange Traded Fund'}",0.005200000000000001,0.0115,"[0.022500000000000003, -0.0879]","[0.022500000000000003, -0.0879]",,0.29,3.5700000000000003,,0.001,,,"{'quick': None, 'current': None}","{'Year': 0.009000000000000001, 'Half Year': 0.009600000000000001, 'Month': 0.0076, 'Week': 0.0016}"
5285380cbb1177ca391c2e25,"Shutterstock, Inc.",71.75,2013-11-07 21:30:00+00:00,"{'Country': 'USA', 'Sector': 'Services', 'Industry': 'Business Services'}",0.0025,0.4051,"[0.4373, -0.0574]","[2.3528000000000002, -0.0574]",2.1,3.55,236.66,,-0.0381,1.38,0.5730000000000001,"{'quick': 2, 'current': 2}","{'Year': 2.1118, 'Half Year': 0.4894, 'Month': 0.061500000000000006, 'Week': 0.0742}"
5285380cbb1177ca391c2e26,Seaspan Corp.,22.97,2013-10-30 20:30:00+00:00,"{'Country': 'Hong Kong', 'Sector': 'Services', 'Industry': 'Shipping'}",0.0089,0.0829,"[0.181, -0.0849]","[0.6253000000000001, -0.0849]",2.9,0.74,189.28,0.75,-0.040100000000000004,2.51,0.078,"{'quick': 1.6, 'current': 1.6}","{'Year': 0.5869, 'Half Year': 0.061200000000000004, 'Month': 0.13090000000000002, 'Week': 0.0106}"
5285380cbb1177ca391c2e27,SunLink Health Systems Inc.,0.9,2013-11-11 05:00:00+00:00,"{'Country': 'USA', 'Sector': 'Healthcare', 'Industry': 'Hospitals'}",0.11330000000000001,0.11220000000000001,"[0.45180000000000003, -0.0999]","[0.7649, -0.3129]",,0.06,19.98,1.82,-0.0908,-0.17,0.004,"{'quick': 1.1, 'current': 1.3}","{'Year': -0.1466, 'Half Year': 0.2073, 'Month': 0.25320000000000004, 'Week': 0.3378}"
5285380cbb1177ca391c2e28,Stratasys Inc.,123.57,2013-11-07 13:30:00+00:00,"{'Country': 'USA', 'Sector': 'Technology', 'Industry': 'Computer Peripherals'}",0.0805,0.39380000000000004,"[0.3745, -0.0402]","[1.0705, -0.0402]",1.9,5.22,1161.86,1.17,-0.0142,-0.79,0.005,"{'quick': 6.1, 'current': 6.8}","{'Year': 0.9217000000000001, 'Half Year': 0.4511, 'Month': 0.16590000000000002, 'Week': 0.09620000000000001}"
5285380cbb1177ca391c2e29,Sensata Technologies Holding NV,37.54,2013-10-29 12:30:00+00:00,"{'Country': 'Netherlands', 'Sector': 'Technology', 'Industry': 'Scientific & Technical Instruments'}",-0.027100000000000003,0.0517,"[0.0187, -0.0864]","[0.3577, -0.0864]",2.0,0.6900000000000001,662.79,1.2,0.0024000000000000002,1.07,0.093,"{'quick': 2, 'current': 2.5}","{'Year': 0.3342, 'Half Year': 0.0694, 'Month': -0.0434, 'Week': -0.0008}"
5285380cbb1177ca391c2e2a,STAAR Surgical Company,13.46,2013-10-30 20:30:00+00:00,"{'Country': 'USA', 'Sector': 'Healthcare', 'Industry': 'Medical Instruments & Supplies'}",0.0233,0.4073,"[0.2447, -0.0341]","[1.6911, -0.0341]",2.0,0.5700000000000001,132.68,0.43,0.008700000000000001,-0.01,-0.062,"{'quick': 2.2, 'current': 2.9}","{'Year': 1.6106, 'Half Year': 0.5512, 'Month': 0.029300000000000003, 'Week': 0.0455}"
5285380cbb1177ca391c2e2b,"STAG Industrial, Inc.",21.88,2013-11-04 21:30:00+00:00,"{'Country': 'USA', 'Sector': 'Financial', 'Industry': 'REIT - Industrial'}",0.0229,0.053500000000000006,"[0.1336, -0.025400000000000002]","[0.4142, -0.0833]",2.2,0.54,282.8,,0.0181,-0.39,0.01,"{'quick': None, 'current': None}","{'Year': 0.2731, 'Half Year': -0.08360000000000001, 'Month': 0.0591, 'Week': -0.0165}"
5285380cbb1177ca391c2e2c,Standard Parking Corp.,25.62,2013-11-11 05:00:00+00:00,"{'Country': 'USA', 'Sector': 'Services', 'Industry': 'Management Services'}",-0.0417,0.1245,"[0.15610000000000002, -0.0879]","[0.3247, -0.0879]",1.3,0.49,62.72,0.55,-0.0004,0.04,0.022,"{'quick': 0.7000000000000001, 'current': 0.7000000000000001}","{'Year': 0.16770000000000002, 'Half Year': 0.12710000000000002, 'Month': -0.0673, 'Week': -0.0077}"
5285380cbb1177ca391c2e2d,"Student Transportation, Inc.",6.28,,"{'Country': 'Canada', 'Sector': 'Services', 'Industry': 'Consumer Services'}",-0.0125,0.0125,"[0.027800000000000002, -0.047]","[0.1509, -0.0511]",2.3,0.08,129.92,,0.0032,0.05,,"{'quick': None, 'current': None}","{'Year': 0.09630000000000001, 'Half Year': 0, 'Month': 0.0081, 'Week': -0.0095}"
5285380cbb1177ca391c2e2e,S&T Bancorp Inc.,24.48,2013-10-29 12:30:00+00:00,"{'Country': 'USA', 'Sector': 'Financial', 'Industry': 'Regional - Northeast Banks'}",-0.0061,0.17750000000000002,"[0.1213, -0.046400000000000004]","[0.544, -0.046400000000000004]",3.0,0.68,52.48,1.02,0.0053,1.62,0.159,"{'quick': None, 'current': None}","{'Year': 0.5181, 'Half Year': 0.289, 'Month': 0.0041, 'Week': 0.0021000000000000003}"
